word,bVoice_sym1,bVoice_sym2
traveling,'ʧɹæ vlɪŋ,
travels,'ʧɹæ vəlz,
anniversaries, æ nə 'vɚ sɚ iz,
anniversary, æ nə 'vɚ sɚ ɹi,
cent, sɛnt,
cents, sɛns,
force, foɚs,
forced, foɚst,
forces,'foɚ sɪz,
forcing,'foɚ sɪŋ,
rested,'ɹɛ stɪd,
resting,'ɹɛ stɪŋ,
spread, spɹɛd,
spreading,'spɹɛ ɾɪŋ,
spreads, spɹɛdz,
adorable, ʌ 'doɚ ə bəl,
ocean,'oʊ ʃən,
oceans,'oʊ ʃənz,
percent, pɚ 'sɛnt,
percents, pɚ 'sɛnts,
wing, wɪŋ,
wings, wɪŋz,
above, ə 'bʌv,
alcohol,'æl kə hɑl,
crash, kɹæʃ,
crashed, kɹæʃt,
crashes,'kɹæ ʃɪz,
crashing,'kɹæ ʃɪŋ,
insurance, ɪn 'ʃɚ əns,
nuclear,'nu kli ɚ,
pathetic, pə 'θɛ ɾɪk,
row, ɹoʊ,
rows, ɹoʊz,
sight, saɪt,
trash, ʧɹæʃ,
available, ʌ 'veɪ lə bəl,
brave, bɹeɪv,
braver,'bɹeɪ vɚ,
bravest,'bɹeɪ vəst,
climb, klaɪm,
climbed, klaɪmd,
climbing,'klaɪ mɪŋ,
climbs, klaɪmz,
earn, ɚn,
earned, ɚnd,
earning,'ɚ niŋ,
earns, ɚnz,
East, ist,
impress, ɪm 'pɹɛs,
impressed, ɪm 'pɹɛst,
impresses, ɪm 'pɹɛ sɪz,
impressing, ɪm 'pɹɛ sɪŋ,
league, lig,
leagues, ligz,
online,'ɑn laɪn,
within, wɪ 'ðɪn,
writer,'ɹaɪ ɾɚ,
writers,'ɹaɪ ɾɚz,
crowd, kɹaʊd,
crowds, kɹaʊdz,
flip, flɪp,
flipped, flɪpt,
flipping,'flɪ pɪŋ,
hug, hʌg,
hugs, hʌgz,
drag, dɹæg,
dragged, dɹægd,
dragging,'dɹæ gɪŋ,
drags, dɹægz,
funeral,'fju nɚ ɹəl,
literally,'lɪ ɾɚ ə li,
lousy,'laʊ zi,
opinion, ʌ 'pɪ njɪn,
spat, spæt,
spit, spɪt,
spitting,'spɪ ɾɪŋ,
van, væn,
vans, vænz,
behavior, bɪ 'heɪ vjɚ,
complain, kəm 'pleɪn,
complained, kəm 'pleɪnd,
complaining, kəm 'pleɪ nɪŋ,
complains, kəm 'pleɪnz,
interest,'ɪn ʧɹəst,
interests, ɪntɹɪss,
itself, ɪt 'sɛlf,
mirror,'miɚ ɚ,
mirrors,'miɚ ɚz,
recently,'ɹi sən tli,
stripper,'stɹɪ pɚ,
strippers,'stɹɪ pɚz,
subject,'sʌb ʤɛkt,
subjects,'sʌb ʤɛks,'sʌb ʤɛkts
bright, bɹaɪt,
brighter,'bɹaɪ ɾɚ,
brightest,'bɹaɪ ɾəst,
design, dɪ 'zaɪn,
designed, dɪ 'zaɪnd,
designing, dɪ 'zaɪ nɪŋ,
designs, dɪ 'zaɪnz,
general,'ʤɛ nɚ ɹəl,
kidney,'kɪd ni,
result, ɹə 'zʌlt,
results, ɹɪ 'zʌlts,
strike, stɹaɪk,
strikes, stɹaɪks,
Christian,'kɹɪs ʧən,
corn, koɚn,
correct, kə 'ɹɛkt,
donut,'doʊ nət,
donuts,'doʊ nʌts,
grandmother,'gɹænd mʌ ðɚ,
hugged, hʌgd,
hugging,'hʌ gɪŋ,
nightmare,'naɪt meɚ,
original, ʌ 'ɹɪ ʤə nəl,
ours,'aʊ wɚz,
position, pə 'zɪ ʃɪn,
positions, pə 'zɪ ʃənz,
quarter,'koɚ ɾɚ,
quarters,'kwoɚ tɚz,
rise, ɹaɪz,
risen,'ɹɪ zən,
rises,'ɹaɪ zəz,
rising,'ɹaɪ zɪŋ,
rose, ɹoʊz,
yellow,'jɛ loʊ,
fooled, fuld,
fooling,'fu lɪŋ,
annoy, ʌ 'noɪ,
annoyed, ʌ 'noɪd,
annoying, ə 'nɔ jɪŋ,
annoys, ə 'noɪz,
cans, kænz,
match, mæʧ,
matches,'mæ ʧəz,
traffic,'ʧɹæ fɪk,
actual,'æk ʃu wəl,
banana, bə 'næ nə,
bananas, bə 'næ nəz,
conference,'kɑn fɹəns,
conferences,'kɑn fɚ ən səz,
lake, leɪk,
lakes, leɪks,
medical,'mɛ ɾɪ kəl,
medicine,'mɛ də sɪn,
pray, pɹeɪ,
praying,'pɹeɪ ɪŋ,
shave, ʃeɪv,
shaved, ʃeɪvd,
shaving,'ʃeɪ vɪŋ,
tub, tʌb,
tubs, tʌbz,
bake, beɪk,
baked, beɪkt,
baking,'beɪ kɪŋ,
option,'ɑp ʃən,
options,'ɑp ʃənz,
South, saʊθ,
creepiest,'kɹi pi əst,
creepy,'kɹi pi,
douchebag,'duʃ bæg,
eventually, ə 'vɛn ʧə li,
interrupt, ɪn tɚ 'ɹʌpt,
interrupted, ɪn tɚ 'ɹʌp tɪd, ɪ nɚ 'ʌp tɪd
interrupting, ɪn tɚ 'ɹʌp tɪŋ, ɪ nɚ 'ʌp tɪŋ
interrupts, ɪn tɚ 'ɹʌpts, ɪ nɚ 'ʌpts
libraries,'laɪ bɹeɚ iz,
library,'laɪ bɹeɪ ɹi,
rude, ɹud,
ruder,'ɹu ɾɚ,
rudest,'ɹu ɾəst,
ad, æd,
ads, ædz,
advertisement,'æd vɚ taɪz mənt,
danger,'deɪn ʤɚ,
fourteen, foɚt 'in,
master,'mæ stɚ,
masters,'mæ stɚz,
math, mæθ,
propose, pɹə 'poʊz,
proposed, pɚ 'poʊzd,
proposes, pɚ 'poʊ zɪz,
proposing, pɚ 'poʊ zɪŋ,
Thursday,'θɚz deɪ,
Thursdays,'θɚz deɪz,
apart, ə 'pɑɚt,
darling,'dɑɚ lɪŋ,
gather,'gæ ðɚ,
gathered,'gæ ðɚd,
gathering,'gæ ðɚ ɹɪŋ,
gathers,'gæ ðɚz,
mostly,'moʊ stli,
bubble,'bʌ bəl,
bubbles,'bʌ bəlz,
energy,'ɛ nɚ ʤi,
heavier,'hɛ vi ɚ,
heaviest,'hɛ vi əst,
heavy,'hɛ vi,
laser,'leɪ zɚ,
manage,'mæ nɪʤ,
managed,'mæ nəʤd,
manages,'mæ nɪ ʤɪz,
managing,'mæ nə ʤɪŋ,
meanwhile,'mi nwaɪ əl,
network,'nɛ twɚk,
networks,'nɛ twɚks,
weapon,'wɛ pɪn,
weapons,'wɛ pənz,
bomb, bɑm,
bombs, bɑmz,
condition, kən 'dɪ ʃən,
conditions, kən 'dɪ ʃənz,
copies,'kɑ piz,
copy,'kɑ pi,
female,'fi meɪl,
parked, pɑɚkt,
quickly,'kwɪ kli,
religion, ɹə 'lɪ ʤɪn,
religions, ɹɪ 'lɪ ʤənz,
snow, snoʊ,
snows, snoʊz,
Tuesday,'tuz deɪ,
Tuesdays,'tuz deɪz,
version,'vɚ ʒɪn,
versions,'vɚ ʒənz,
cleared,'kli ɚd,
clearing,'kliɚ ɹɪŋ,
clears,'klɪ ɚz,
faith, feɪθ,
innocent,'ɪ nə sənt,
remove, ɹə 'muv,
removed, ɹə 'muvd,
removes, ɹə 'muvz,
removing, ɹɪ 'mu vɪŋ,
survive, sɚ 'vaɪv,
survived, sɚ 'vaɪvd,
survives, sɚ 'vaɪvz,
surviving, sɚ 'vaɪ vɪŋ,
bee, bi,
bees, biz,
bride, bɹaɪd,
brides, bɹaɪdz,
fifth, fɪθ,
several,'sɛ vɹəl,
basketball,'bæ skɪt bɑl,
downtown, daʊn 'taʊn,
elephant,'ɛ lə fɪnt,
elephants,'ɛ lə fənts,
wipe, waɪp,
wiped, waɪpt,
wipes, waɪps,
wiping,'waɪ pɪŋ,
arrest, ə 'ɹɛst,
arrested, ɚ 'ɛ stɪd,
bored, boɚd,
bullies,'bʊ liz,
bully,'bʊ li,
clock, klɑk,
clocks, klɑks,
indeed, ɪn 'did,
massage, mə 'sɑʒ,
massages, mə 'sɑ ʒɪz,
shape, ʃeɪp,
skip, skɪp,
skipped, skɪpt,
skipping,'skɪ pɪŋ,
skips, skɪps,
striking,'stɹaɪ kɪŋ,
struck, stɹʌk,
drier,'dɹaɪ ɚ,
driest,'dɹaɪ əst,
dry, dɹaɪ,
dryer,'dɹaɪ jɚ,
remain, ɹə 'meɪn,
remained, ɹɪ 'meɪnd,
remaining, ɹə 'meɪ nɪŋ,
remains, ɹə 'meɪnz,
style,'staɪ əl,
styles, staɪlz,
surgeries,'sɚ ʤɚ iz,
surgery,'sɚ ʤɚ ɹi,
toe, toʊ,
toes, toʊz,
yard, jɑɚd,
yards, jɑɚdz,
brilliant,'bɹɪ ljɪnt,
circle,'sɚ kəl,
circles,'sɚ kəlz,
duties,'du ɾiz,
duty,'du ɾi,
enemies,'ɛ nə miz,
enemy,'ɛ nə mi,
focus,'foʊ kɪs,
focuses,'foʊ kə sɪz,
lover,'lʌ vɚ,
lovers,'lʌ vɚz,
midnight,'mɪd naɪt,
simply,'sɪm pli,
Spanish,'spæ niʃ,
boom, bum,
describe, dɪ 'skɹaɪb,
described, dɪ 'skɹaɪbd,
describes, dɪ 'skɹaɪbz,
describing, dɪ 'skɹaɪ bɪŋ,
legal,'li gəl,
Mexican,'mɛk sə kən,
Mexicans,'mɛk sɪ kənz,
powerful,'paʊ wɚ fəl,
series,'siɚ ɹiz,
wire,'waɪ jɚ,
wires,'waɪ ɚz,
candle,'kæn dəl,
candles,'kæn dəlz,
diaper,'daɪ pɚ,
diapers,'daɪ pɚz,
direction, dɚ 'ɹɛk ʃən,
directions, dɚ 'ɛk ʃənz,
divorced, dɪ 'voɚst,
divorcing, dɪ 'voɚ sɪŋ,
eighteen,'eɪt in,
express, ɛk 'spɹɛs,
expressed, ɪk 'spɹɛst,
expresses, ɪk 'spɹɛ səz,
expressing, ɪk 'spɹɛ sɪŋ,
plastic,'plæ stɪk,
responsibilities, ɹɪ spɑn sɪ 'bɪ lə tiz,
responsibility, ɹə spɑn sə 'bɪ lə ɾi,
starve, stɑɚv,
starved, stɑɚvd,
starves, stɑɚvz,
starving,'stɑɚ vɪŋ,
united, ju 'naɪ ɾɪd,
worker,'wɚ kɚ,
workers,'wɚ kɚz,
AIDS, eɪdz,
immediately, ɪ 'mi di ɪ tli,
nowhere,'noʊ weɚ,
separate,'sɛ pɹɪt, sɛ pə 'ɹeɪt
separated,'sɛ pɚ eɪ ɾɪd,
separates,'sɛ pɚ eɪts,
separating,'sɛ pɚ eɪ ɾɪŋ,
emotional, ɪ 'moʊ ʃə nəl,
hardly,'haɚ dli,
pilot,'paɪ lɪt,
vampire,'væm paɪ ɚ,
attitude,'æ ɾɪ tud,
balloon, bə 'lun,
balloons, bə 'lunz,
exact, ɪg 'zækt,
frankly,'fɹeɪŋ kli,
hip, hɪp,
pet, pɛt,
pets, pɛts,
prank, pɹæŋk,
pranks, pɹæŋks,
announcement, ə 'naʊn smənt,
effect, ɪ 'fɛkt,
effects, ə 'fɛks,
escape, ə 'skeɪp,
escaped, ɪ 'skeɪpt,
escapes, ɪ 'skeɪps,
escaping, ɪ 'skeɪ pɪŋ,
golden,'goʊl dɪn,
nipple,'nɪ pəl,
nipples,'nɪ pəlz,
rough, ɹʌf,
trade, tɹeɪd,
traded,'tɹeɪ ɾɪd,
trades, tɹeɪdz,
trading,'tɹeɪ dɪŋ,
twin, twɪn,
twins, twɪnz,
waiter,'weɪ ɾɚ,
waiters,'weɪ ɾɚz,
architect,'ɑɚ kə tɛkt,
architects,'ɑɚ kə tɛkts,
beauty,'bju ɾi,
mate, meɪt,
mates, meɪts,
official, ə 'fɪ ʃəl,
practice,'pɹæk tɪs,
practiced,'pɹæk tɪst,
practices,'pɹæk tə səz,
practicing,'pɹæk tə sɪŋ,
t-shirt,'ti ʃɚt,
t-shirts,'ti ʃɚts,
bug, bʌg,
bugs, bʌgz,
crack, kɹæk,
cracked, kɹækt,
cracking,'kɹæ kɪŋ,
cracks, kɹæks,
contract,'kɑn tɹækt,
contracts,'kɑn tɹækts,
nail, neɪl,
nails, neɪlz,
recognize,'ɹɛ kɪg naɪz,
recognized,'ɹɛ kəg naɪzd,
recognizes,'ɹɛ kəg naɪ zəz,
recognizing,'ɹɛ kəg naɪ zɪŋ,
scientist,'saɪ ən tɪst,
scientists,'saɪ ən tɪsts,
shoulder,'ʃoʊl dɚ,
shoulders,'ʃoʊl dɚz,
successful, sək 'sɛs fəl,
view, vju,
views, vjuz,
basement,'beɪ smɪnt,
degree, dɪ 'gɹi,
degrees, dɪ 'gɹiz,
fortune,'foɚ ʧɪn,
fortunes,'foɚ ʧənz,
invitation, ɪn vɪ 'teɪ ʃən,
nailed, neɪld,
nailing,'neɪ lɪŋ,
professional, pɹə 'fɛ ʃə nəl,
search, sɚʧ,
searches,'sɚ ʧɪz,
swing, swɪŋ,
swinging,'swɪŋ ɪŋ,
swings, swɪŋz,
swung, swʌŋ,
trained, tɹeɪnd,
training,'ʧɹeɪ nɪŋ,
weather,'wɛ ðɚ,
alarm, ə 'lɑɚm,
kitties,'kɪ ɾiz,
kitty,'kɪ ɾi,
nap, næp,
naps, næps,
precious,'pɹɛ ʃəs,
product,'pɹɑ ɾʌkt,
products,'pɹɑ ɾəks,'pɹɔ dəkts
rabbit,'ɹæ bɪt,
role, ɹoʊl,
roles, ɹoʊlz,
snack, snæk,
snacks, snæks,
sucker,'sʌ kɚ,
suckers,'sʌ kɚz,
tag, tæg,
tags, tægz,
chef, ʃɛf,
chew, ʧu,
chewing,'ʧu wɪŋ,
evidence,'ɛ və dɪns,
fantasy,'fæn tə si,
operation, ɑ pɚ 'ɹeɪ ʃən,
operations, ɑ pɚ 'ɹeɪ ʃənz,
puppies,'pʌ piz,
puppy,'pʌ pi,
rain, ɹeɪn,
rains, ɹeɪnz,
spin, spɪn,
spinning,'spɪ nɪŋ,
spins, spɪnz,
spun, spʌn,
throat, θɹoʊt,
e-mail / email,'i meɪl,
emailed, i 'meɪld,
emailing, i 'meɪ lɪŋ,
emails,'i meɪlz,
presented, pɚ 'zɛ nəd,
presenting, pɹɪ 'zɛn tɪŋ,
reality, ɹi 'æ lə ti,
saint, seɪnt,
victim,'vɪk təm,
victims,'vɪk təmz,
waitress,'weɪ tɹəs,
waitresses,'weɪ tɹə sɪz,
booze, buz,
condom,'kɑn dəm,
condoms,'kɑn dəmz,
director, dɚ 'ɹɛk tɚ,
directors, dɚ 'ɛk tɚz,
hunt, hʌnt,
hunted,'hʌ nəd,
hunting,'hʌn tɪŋ,
hunts, hʌnts,
menu,'mɛ nju,
mysteries,'mɪ stɚ iz,
mystery,'mɪ stɚ ɹi,
regret, ɹɪ 'gɹɛt,
technically,'tɛk nɪ kli,
ton, tʌn,
tons, tʌnz,
attract, ə 'ʧɹækt,
attracted, ə 'ʧɹæk tɪd,
attracting, ə 'ʧɹæk tɪŋ,
attracts, ə 'tɹækts,
aware, ʌ 'weɚ,
chest, ʧɛst,
dentist,'dɛn tɪst,
focused,'foʊ kəst,
focusing,'foʊ kə sɪŋ,
illegal, ɪ 'li gəl,
junior,'ʤu njɚ,
mice, maɪs,
mouse, maʊs,
mouses,'maʊ sɪz,
pencil,'pɛn səl,
sentence,'sɛn təns,
sentences,'sɛn tən səz,
sixteen, sɪk 'stin,
squeeze, skwiz,
squeezed, skwizd,
squeezes,'skwi zɪz,
squeezing,'skwi zɪŋ,
audition, ɑ 'dɪ ʃən,
lobster,'lɑb stɚ,
success, sək 'sɛs,
successes, sək 'sɛ səz,
terrorist,'tɛ ɹɚ ɪst,
asleep, ə 'slip,
fashion,'fæ ʃən,
glove, glʌv,
gloves, glʌvz,
item,'aɪ ɾəm,
items,'aɪ ɾəmz,
recommend, ɹɛ kə 'mɛnd,
recommended, ɹɛ kə 'mɛn dɪd,
recommending, ɹɛ kə 'mɛn dɪŋ,
recommends, ɹɛ kə 'mɛnz,
tuna,'tu nʌ,
warehouse,'weɚ haʊs,
warehouses,'weɪ ɚ haʊ sɪz,
honored,'ɑ nɚd,
honoring,'ɑ nɚ ɪŋ,
Italian, ɪ 'tæ ljən,
Italians, ɪ 'tæ ljənz,
lazier,'leɪ zi ɚ,
laziest,'leɪ zi əst,
lazy,'leɪ zi,
panic,'pæ nɪk,
panicking,'pæ nɪ kɪŋ,
panics,'pæ nɪks,
tank, teɪŋk,
whale, weɪl,
zone, zoʊn,
zones, zoʊnz,
bachelor,'bæ ʧə lɚ,
chain, ʧeɪn,
chains, ʧeɪnz,
creature,'kɹi ʧɚ,
diamond,'daɪ mɪnd,
however, haʊ 'wɛ vɚ,
image,'ɪ məʤ,
images,'ɪ mə ʤəz,
parade, pɚ 'ɹeɪd,
rocket,'ɹɑ kɪt,
solution, sə 'lu ʃɪn,
solutions, sə 'lu ʃənz,
cable,'keɪ bəl,
cables,'keɪ bəlz,
culture,'kʌl ʧɚ,
garage, gə 'ɹɑʒ,
male, meɪl,
revenge, ɹə 'vɛnʤ,
shrimp, ʃɹɪmp,
shrimps, ʃɹɪmps,
taco,'tɑ koʊ,
tacos,'tɑ koʊz,
thin, θɪn,
thinner,'θɪ nɚ,
thinnest,'θɪ nɪst,
aside, ə 'saɪd,
bum, bʌm,
distract, dɪ 'stɹækt,
distracted, dɪ 'stɹæk təd,
distracting, dɪ 'stɹæk tɪŋ,
distracts, dɪ 'stɹækts,
DVD, di vi 'di,
DVDs, di vi 'diz,
humiliate, hju 'mɪ li eɪt,
humiliated, hju 'mɪ li eɪ ɾɪd,
humiliates, hju 'mɪ li eɪts,
humiliating, hju 'mɪ li eɪ ɾɪŋ,
locker,'lɑ kɚ,
lockers,'lɑ kɚz,
native,'neɪ ɾɪv,
performance, pɚ 'foɚ məns,
policies,'pɑ lə siz,
policy,'pɑ lə si,
ponies,'poʊ niz,
pony,'poʊ ni,
release, ɹə 'lis,
released, ɹə 'list,
releases, ɹɪ 'li sɪz,
releasing, ɹə 'li sɪŋ,
stone, stoʊn,
woohoo,'wu hu,
advantage, æd 'væn tɪʤ,
advantages, æd 'væ nɪ ʤɪz,
basket,'bæ skɪt,
breakup,'bɹeɪ kʌp,
device, dɪ 'vaɪs,
devices, dɪ 'vaɪ səz,
garden,'gɑɚ dɪn,
patient,'peɪ ʃɪnt,
patients,'peɪ ʃənz,
pink, pɪŋk,
represent, ɹɛ pɹə 'zɛnt,
represented, ɹɛ pɹɪ 'zɛ nɪd,
representing, ɹɛ pɹə 'zɛn tɪŋ,
represents, ɹɛ pɹɪ 'zɛnts,
thirteen,'θɚt in,
treasure,'ʧɹɛ ʒɚ,
amount, ə 'maʊnt,
amounts, ə 'maʊnts,
fart, fɑɚt,
newspaper,'nuz peɪ pɚ,
wind, wɪnd,
winds, wɪndz,
ashamed, ə 'ʃeɪmd,
champion,'ʧæm pi ɪn,
lighted,'laɪ ɾəd,
lighting,'laɪ ɾɪŋ,
lit, lɪt,
per, pɚ,
scout, skaʊt,
scouts, skaʊts,
guitar, gɪ 'tɑɚ,
mental,'mɛn təl,
sensitive,'sɛn sə ɾɪv,
heat, hit,
heats, hits,
otherwise,'ʌ ðɚ waɪz,
seventeen, sɛ vɪn 'tin,
string, stɹɪŋ,
strings, stɹɪŋz,
winding,'waɪn dɪŋ,
wound, waʊnd,
downstairs,'daʊn stæ ɚz,
impressive, ɪm 'pɹɛ sɪv,
poop, pup,
poops, pups,
properties,'pɹɑ pɚ ɾiz,
property,'pɹɑ pɚ ɾi,
skill, skɪl,
skills, skɪlz,
dammit,'dæ mɪt,
pancake,'pæŋ keɪk,
slowed, sloʊd,
slowing,'sloʊ wɪŋ,
slows, sloʊz,
strangers,'stɹeɪn ʤɚz,
charities,'ʧeɚ ə ɾiz,
charity,'ʧeɚ ə ɾi,
freedom,'fɹi dəm,
pour, poɚ,
poured, poɚd,
pouring,'poɚ ɪŋ,
pours, poɚz,
stuffing,'stʌ fɪŋ,
tradition, ʧɹə 'dɪ ʃɪn,
beef, bif,
bullet,'bʊ lɪt,
curious,'kjʊ ɹi ɪs,
disaster, dɪ 'zæ stɚ,
factories,'fæk tɚ iz,
factory,'fæk tɚ ɹi,
forest,'foɚ ɪst,
forests,'foɚ əs,
odd, ɑd,
provide, pɹə 'vaɪd,
provided, pɚ 'vaɪ dɪd,
provides, pɚ 'vaɪdz,
providing, pɚ 'vaɪ dɪŋ,
repeat, ɹə 'pit,
repeated, ɹə 'pi ɾɪd,
repeating, ɹɪ 'pi ɾɪŋ,
repeats, ɹɪ 'pits,
section,'sɛk ʃən,
sections,'sɛk ʃənz,
subway,'sʌ bweɪ,
choke, ʧoʊk,
choking,'ʧoʊ kɪŋ,
cowboy,'kaʊ boɪ,
dirt, dɚt,
frog, fɹɑg,
pumpkin,'pʌmp kɪn,
swallow,'swɑ loʊ,
swallowed,'swɑ loʊd,
swallowing,'swɑ loʊ ɪŋ,
swallows,'swɑ loʊz,
bacon,'beɪ kɪn,
clever,'klɛ vɚ,
competition, kɑm pə 'tɪ ʃən,
heh, hɛ,
lick, lɪk,
licking,'lɪ kɪŋ,
mission,'mɪ ʃən,
pair, peɚ,
pairs,'peɪ ɚz,
soap, soʊp,
tail, teɪl,
tails, teɪlz,
tattoo, tæ 'tu,
activities, æk 'tɪ və ɾiz,
activity, æk 'tɪ vɪ ɾi,
bridge, bɹɪʤ,
bridges,'bɹɪ ʤəz,
detail,'di teɪl,
details,'di teɪlz,
diet,'daɪ jɪt,
insult,'ɪn sʌlt,
insulted, ɪn 'sʌl tɪd,
insulting, ɪn 'sʌl tɪŋ,
insults,'ɪn sʌlts,
theme, θim,
themes, θimz,
universities, ju nə 'vɚ sə ɾiz,
university, ju nə 'vɚ sə ɾi,
champagne, ʃæm 'peɪn,
charming,'ʧɑɚ mɪŋ,
compare, kəm 'peɚ,
compared, kəm 'peɪ ɚd,
compares, kəm 'peɪ ɚz,
comparing, kəm 'pɛ ɹɪŋ,
gut, gʌt,
guts, gʌts,
map, mæp,
maps, mæps,
napkin,'næp kɪn,
napkins,'næp kɪnz,
applied, ə 'plaɪd,
applies, ə 'plaɪz,
apply, ʌ 'plaɪ,
applying, ə 'plaɪ ɪŋ,
challenge,'ʧæ lɪnʤ,
challenged,'ʧæ ləʤd,
challenges,'ʧæ lən ʤɪz,
challenging,'ʧæ lən ʤɪŋ,
collect, kə 'lɛkt,
collected, kə 'lɛk təd,
collecting, kə 'lɛk tɪŋ,
collects, kə 'lɛkts,
cupcake,'kʌp keɪk,
fridge, fɹɪʤ,
imagination, ɪ mæ ʤɪ 'neɪ ʃən,
joked, ʤoʊkt,
joking,'ʤoʊ kɪŋ,
pad, pæd,
pads, pædz,
script, skɹɪpt,
scripts, skɹɪps,
whip, wɪp,
whipping,'wɪ pɪŋ,
whoop, whoop,
whooped, whoop,
whooping, whoop,
whoops, whoop,
affair, ʌ 'feɚ,
benefit,'bɛ nə fɪt,
benefits,'bɛ nə fɪts,
beyond, bi 'ɑnd,
booked, bʊkt,
booking,'bʊ kɪŋ,
citizen,'sɪ ɾɪ zɪn,
citizens,'sɪ ɾə zənz,
farted,'fɑɚ ɾɪd,
farting,'fɑɚ tɪŋ,
grant, gɹænt,
granted,'gɹæ nəd,
granting,'gɹæ nɪŋ,
grants, gɹænts,
junk, ʤʌŋk,
junks, ʤəŋks,
magical,'mæ ʤɪ kəl,
prom, pɹɑm,
schedule,'skɛ ʤu wəl,
schedules,'skɛ ʤʊlz,
studio,'stu di oʊ,
value,'væ lju,
values,'væ ljuz,
wise, waɪz,
wiser,'waɪ zɚ,
wisest,'waɪ zəst,
Bible,'baɪ bəl,
clue, klu,
clues, kluz,
friendlier,'fɹɛn li ɚ,
friendliest,'fɹɛn li ɪst,
friendly,'fɹɛn dli,
suicide,'su ə saɪd,
Wednesday,'wɛnz deɪ,
Wednesdays,'wɛnz deɪz,
claim, kleɪm,
claimed, kleɪmd,
claiming,'kleɪ mɪŋ,
claims, kleɪmz,
complicate,'kɑm plə keɪt,
complicated,'kɑm plə keɪ ɾɪd,
complicates,'kɑm plɪ keɪts,
complicating,'kɑm plə keɪ ɾɪŋ,
doubt, daʊt,
doubts, daʊts,
generation, ʤɛ nɚ 'ɹeɪ ʃən,
generations, ʤɛ nɚ 'ɹeɪ ʃənz,
grave, gɹeɪv,
require, ɹə 'kwaɪ ɚ,
required, ɹə 'kwaɪ jɚd,
requires, ɹɪ 'kwaɪ ɚz,
requiring, ɹi 'kwaɪ ɚ ɪŋ,
stair, steɚ,
stairs, steɚz,
album,'æl bəm,
depend, də 'pɛnd,
depended, dɪ 'pɛn dəd,
depending, dɪ 'pɛn dɪŋ,
depends, də 'pɛnz,
maid, meɪd,
maids, meɪdz,
moron,'moɚ ɹɑn,
necessary,'nɛ sə seɚ ɹi,
oven,'ʌ vɪn,
refer, ɹə 'fɚ,
referred, ɹə 'fɚd,
referring, ɹɪ 'fɚ ɪŋ,
refers, ɹə 'fɚz,
scratch, skɹæʧ,
scratched, skɹæʧt,
scratches,'skɹæ ʧəz,
scratching,'skɹæ ʧɪŋ,
spill, spɪl,
spilled, spɪld,
spilling,'spɪ lɪŋ,
spills, spɪlz,
stain, steɪn,
adopt, ə 'dɑpt,
brush, bɹʌʃ,
brushed, bɹʌʃt,
brushes,'bɹʌ ʃɪz,
brushing,'bɹʌ ʃɪŋ,
deliveries, dɪ 'lɪ vɚ iz,
delivery, də 'lɪ vɚ ɹi,
disappear, dɪ sə 'piɚ,
disappeared, dɪ sə 'pi ɚd,
disappearing, dɪ sə 'piɚ əŋ,
disappears, dɪ sə 'pi ɚz,
elementary, ɛ lə 'mɛn tɹi,
humor,'hju mɚ,
Asian,'eɪ ʒɪn,
Asians,'eɪ ʒənz,
boot, but,
boots, buts,
connection, kə 'nɛk ʃən,
connections, kə 'nɛk ʃənz,
eve, iv,
eves, ivz,
happiness,'hæ pi nɪs,
lifetime,'laɪf taɪm,
officially, ə 'fɪ ʃə li,
qualities,'kwɑ lə ɾiz,
quality,'kwɑ lə ɾi,
agreement, ʌ 'gɹi mɪnt,
agreements, ə 'gɹi mənts,
argument,'ɑɚ gjə mɪnt,
arguments,'ɑɚ gjə mənts,
carpet,'kɑɚ pɪt,
crisis,'kɹaɪ sɪs,
drawer, dɹoɚ,
drawers, dɹoɚz,
incredibly, ɪŋ 'kɹɛ ɾə bli,
loose, lus,
looser,'lu sɚ,
loosest, lusst,
refuse, ɹɪ 'fjuz,
refused, ɹə 'fjuzd,
refuses, ɹə 'fju zəz,
refusing, ɹə 'fju zɪŋ,
risk, ɹɪsk,
risks, ɹɪsks,
selfish,'sɛl fɪʃ,
village,'vɪ lɪʤ,
villages,'vɪ lə ʤəz,
anger,'eɪŋ gɚ,
assure, ə 'ʃɚ,
assured, ə 'ʃɚd,
assures, ʌ 'ʃɚz,
assuring, ə 'ʃʊ ɹɪŋ,
beloved, bə 'lʌ vɪd,
bingo,'bɪŋ goʊ,
bunny,'bʌ ni,
crawl, kɹɔl,
crawling,'kɹɔ lɪŋ,
demand, dɪ 'mænd,
demanded, dɪ 'mæn dəd ,
demanding, dɪ 'mæn dɪŋ ,
demands, dɪ 'mændz,
desperate,'dɛ spɹɪt,
elevator,'ɛ lə veɪ ɾɚ,
goat, goʊt,
honeymoon,'hʌ ni mun,
insist, ɪn 'sɪst,
insisted, ɪn 'sɪ stəd,
insisting, ɪn 'sɪ stɪŋ,
insists, ɪn 'sɪsts,
murdered,'mɚ ɾɚd,
murdering,'mɚ ɾɚ ɪŋ,
pennies,'pɛ niz,
penny,'pɛ ni,
usual,'ju ʒə wəl,
copied,'kɑ pid,
copying,'kɑ pi ɪŋ,
festival,'fɛ stə vəl,
tennis,'tɛ nɪs,
threaten,'θɹɛ tən,
cigar, sɪ 'gɑɚ,
dancer,'dæn sɚ,
heck, hɛk,
material, mə 'tiɚ i əl,
