word,bVoice_sym1,bVoice_sym2
glitter,'glɪ ɾɚ,
harass, hɚ 'ɹæs,
hen, hɛn,
interfere, ɪn tɚ 'fiɚ,
irony,'aɪ ɹə ni,
novelty,'nɑ vəl ti,
previous,'pɹi vi ɪs,
rehab,'ɹi hæb,
reindeer,'ɹeɪn diɚ,
reminder, ɹə 'maɪn dɚ,
resent, ɹɪ 'zɛnt,
rodeo,'ɹoʊ ɾi oʊ,(horsemanship/not cameo; 友情客串)
severe, sə 'viɚ,
slippery,'slɪ pɚ ɹi,
smoker,'smoʊ kɚ,
spooky,'spu ki,
stunt, stʌnt,
terror,'tɛ ɹɚ,
transplant,'ʧɹæn splænt,
villain,'vɪ lɪn,
whatsoever, wʌt soʊ 'wɛ vɚ,
accurate,'æ kjɚ ɪt,
alter,'ɔl tɚ,
ash, æʃ,
authentic, ɑ 'θɛn tɪk,
basis,'beɪ sɪs,
chemical,'kɛ mə kəl,
clap, klæp,
closely,'kloʊ sli,
commissioner, kə 'mɪ ʃə nɚ,
communication, kə mju nə 'keɪ ʃən,
Congress,'kɑŋ gɹɪs,
Dutch, dʌʧ,
engineer, ɛn ʤə 'niɚ,
federal,'fɛ ɾɚ ɹəl,
fetch, fɛʧ,
glory,'glɔ ɹi,
harmless,'hɑɚ mləs,
importantly, ɪm 'poɚ tən tli,
lounge, laʊnʤ,
milkshake,'mɪlk ʃeɪk,
mutant,'mju ɾənt,
nearest,'nɪ ɹəst,
negotiate, nə 'goʊ ʃi eɪt,
notebook,'noʊt bʊk,
outlet,'aʊ tlɛt,
paycheck,'peɪ ʧɛk,
prop, pɹɑp,
quantum,'kwɑn təm,
range, ɹeɪnʤ,
sane, seɪn,
saxophone,'sæk sə foʊn,
smiley,'smaɪ li,
solar,'soʊ lɚ,
spaceship,'speɪ sʃɪP,
stem, stɛm,
sting, stɪŋ,
storage,'stoɚ ɹɪʤ,
stung, stʌŋ,
suite, swit,
unlock, ʌn 'lɑk,
urban,'ɚ bɪn,
wacky,'wæ ki,(silly)
warrior,'woɚ ɹi jɚ,
whacky,'wæ ki,
aggressive, ə 'gɹɛ sɪv,
balcony,'bæl kə ni,
bargain,'bɑɚ gɪn,
beam, bim,
cappuccino, kæ pə 'ʧi noʊ,
charm, ʧɑɚm,
cock, kɑk,
consume, kən 'sum,
crank, kɹæŋk,(cranky = unstable; cringy = embarrassing)
European, jʊ ɹə 'pi ən,
fiction,'fɪk ʃən,
headquarter,'hɛd koɚ ɾɚ,
holder,'hoʊl dɚ,
income,'ɪŋ kʌm,
ink, ɪŋk,
instrument,'ɪn stɚ mɪnt,
jinx, ʤɪŋks,(curse)
kindly,'kaɪn dli,
liquid,'lɪ kwɪd,
lump, lʌmp,
magnet,'mæg nɪt,
marketing,'mɑɚ kə ɾɪŋ,
notch, nɑʧ,
originally, ʌ 'ɹɪ ʤɪ nə li,
piggy,'pɪ gi,
pineapple,'paɪ næ pəl,
poo, pu,
porch, poɚʧ,
predict, pɹə 'dɪkt,
priceless,'pɹaɪ slɪs,
priority, pɹaɪ 'joɚ ɪ ɾi,
ramp, ɹæmp,
receipt, ɹə 'sit,
remark, ɹə 'mɑɚk,
rusty,'ɹʌ sti,
sandal,'sæn dəl,
sandals,'sæn dəlz,
scum, skʌm,
seize, siz,
servant,'sɚ vɪnt,
sewer,'su ɚ,
shrank, ʃɹæŋk,
shrunk, ʃɹʌŋk,
sidewalk,'saɪ dwɔk,
significant, sɪg 'nɪ fɪ kɪnt,
slaughter,'slɔ ɾɚ,
spine, spaɪn,
stubborn,'stʌ bɚn,
stumble,'stʌm bəl,
troubling,'tɹʌ blɪŋ,
urge, ɚʤ,
urgent,'ɚ ʤɪnt,
veal,'vi əl,
wink, wɪŋk,
abort, ə 'boɚt,
active,'æk tɪv,
aid, eɪd,
aspirin,'æ spɹɪn,
bakery,'beɪ kɚ i,
bold, boʊld,
bombing,'bɑ mɪŋ,
brat, bɹæt,
cemetery,'sɛ mɪ teɚ ɹi,
cleanse, klɛnz,
colleague,'kɑ lig,
colon,'koʊ lɪn,
confusion, kən 'fju ʒən,
congratulate, kəng 'ɹæʧ əl eɪt,
context,'kɑn tɛkst,
creeps, kɹips,
dull, dʌl,
ego,'i goʊ,
fog, fɔg,
fuzzy,'fʌ zi,
individual, ɪn də 'vɪ ʤə wəl,
insensitive, ɪn 'sɛn sə ɾɪv,
investigation, ɪn vɛ stɪ 'geɪ ʃən,
investor, ɪn 'vɛ stɚ,
IQ,'aɪ kju,
irresponsible, iɚ ɹə 'spɑn sə bəl,
knit, nɪt,
meter,'mi ɾɚ,
nominate,'nɑ mə neɪt,
oatmeal,'oʊt mil,
omelet,'ɑ mlət,
overcame,'oʊ vɚ keɪm,
overcome,'oʊ vɚ kʌm, oʊ vɚ 'kʌm
overcomes,'oʊ vɚ kʌmz,
overcoming,'oʊ vɚ kʌ mɪŋ,
plaque, plæk,
premiere, pɹə 'miɚ,
pursue, pɚ 'su,
reflect, ɹə 'flɛkt,
relation, ɹə 'leɪ ʃən,
rep, ɹɛp,
retard, ɹɪ 'tɑɚd,
seating,'si ɾɪŋ,
shack, ʃæk,
sincere, sɪn 'siɚ,
swan, swɑn,
theft, θɛft,
thunder,'θʌn dɚ,
tricky,'ʧɹɪ ki,
tummy,'tʌ mi,
undo, ən 'du,
undone, ʌn 'dʌn,
unnecessary, ʌn 'nɛ sə seɚ i,
unpleasant, ʌn 'plɛ zənt,
vase, veɪs,
waist, weɪst,
bizarre, bə 'zɑɚ,
cliff, klɪf,
comb, koʊm,
curl,'kɚ ɹəl,
curling,'kɚ lɪŋ,
disable, dɪ 'seɪ bəl,
disabling, dɪ 'seɪ blɪŋ,
district,'dɪ sʧɹɪkt,
emerge, ə 'mɚʤ,
emperor,'ɛm pɚ ɚ,
endless,'ɛn dlɪs,
fantasize,'fæ nə saɪz,
folk, foʊk,
fortunately,'foɚ ʧə nə tli,
forwarding,'foɚ wɚ ɾɪŋ,
gap, gæp,
goggles,'gɑ gəlz,
handshake,'hænd ʃeɪk,
illusion, ɪ 'lu ʒən,
infection, ɪn 'fɛk ʃən,
influence,'ɪn flu əns,
institute,'ɪn stə tut,
liberal,'lɪ bɹəl,
mutual,'mju ʧu wəl,
nun, nʌn,
objected, əb 'ʤɛk təd,
p.m.,'pi ɛm,
patience,'peɪ ʃəns,
paw, pɔ,
pickup,'pɪ kʌp,
pm,'pi ɛm,
portrait,'poɚ tɹɪt,
possess, pə 'zɛs,
rabies,'ɹeɪ biz,
rednecks,'ɹɛd nɛk,
regard, ɹɪ 'gɑɚd,
regards, ɹɪ 'gɑɚdz,
relevant,'ɹɛ lə vɪnt,
restrain, ɹi 'sʧɹeɪn,
satisfaction, sæ ɾɪ 'sfæk ʃən,
secondly,'sɛ kɪn dli,
sip, sɪp,
sponsor,'spɑn sɚ,
sprinkles,'spɹɪŋ kəlz,
steel,'sti əl,
subtitle,'sʌb taɪ ɾəl,
tackle,'tæ kəl,
territory,'tɛ ɹə toɚ ɹi,
tourist,'tɚ ɪst,
tremendous, ʧɹə 'mɛn dɪs,
trim, tɹɪm,
trimming,'ʧɹɪ mɪŋ,
tux, tʌks,
vegan,'vi gɪn,
womb, wum,
absence,'æb səns,
acceptable, ək 'sɛp tə bəl,
assemble, ə 'sɛm bəl,
assistance, ʌ 'sɪ stɪns,
backed, bækt,
backing,'bæ kɪŋ,
bluff, blʌf,
bluffing,'blʌ fɪŋ,
bribe, bɹaɪb,
bribing,'bɹaɪ bɪŋ,
conceive, kən 'siv,
diner,'daɪ nɚ,
donor,'doʊ nɚ,
drilling,'dɹɪ lɪŋ,
expel, ɪk 'spɛl,
flowing,'floʊ ɪŋ,
garlic,'gɑɚ lɪk,
golfing,'gɔl fɪŋ,
groin, gɹoɪn,
handful,'hænd fʊl,
hike, haɪk,
hiking,'haɪ kɪŋ,
importance, ɪm 'poɚ təns,
intimacy,'ɪn tə mə si,
inventor, ɪn 'vɛn tɚ,
jerky,'ʤɚ ki,
manure, mə 'nɚ,
mentor,'mɛn toɚ,
mummy,'mʌ mi,
ninth, naɪnθ,
occupy,'ɑ kjə paɪ,
occupying,'ɑ kjə paɪ ɪŋ,
pamphlet,'pæm flət,
pause, pɔz,
pausing,'pɔ zɪŋ,
pretentious, pɹi 'tɛn ʃəs,
ranch, ɹænʧ,
razor,'ɹeɪ zɚ,
reverse, ɹə 'vɚs,
rooster,'ɹu stɚ,
scramble,'skɹæm bəl,
scrambling,'skɹæm blɪŋ,
scrape, skɹeɪp,"(e.g., ice scraper)"
sensation, sɛn 'seɪ ʃən,
shuttle,'ʃʌ ɾəl,
stall, stɔl,
stalling,'stɔ lɪŋ,
summon,'sʌ mən,
tad, tæd,(slightly)
tan, tæn,
tango,'tɛŋ oʊ,
tanning,'tæ nɪŋ,
teeny,'ti ni,(tiny)
tenth, tɛnθ,
trashing,'ʧɹæ ʃɪŋ,
unexpected, ʌn ɪk 'spɛk tɪd,
unicorn,'ju nɪ koɚn,
unknown, ʌn 'noʊn,
unpack, ən 'pæk,
useful,'ju sfəl,
variety, vɚ 'ɹaɪ ə ɾi,
vicious,'vɪ ʃɪs,
voter,'voʊ ɾɚ,
animate,'æ nə meɪt,
ATM,'eɪ ti ɛm,
atmosphere,'æt mə sfiɚ,
boundary,'baʊn dɚ ɹi,
cardboard,'kɑɚd boɚd,
cherish,'ʧeɚ ɪʃ,
civilization, sɪ və lɪ 'zeɪ ʃən,
commander, kə 'mæn dɚ,
conquer,'kɑŋ kɚ,
convenience, kən 'vi njəns,
cram, kɹæm,
deadline,'dɛ dlaɪn,
detector, dɪ 'tɛk tɚ,
dimension, dɪ 'mɛn ʃən,
dresser,'dɹɛ sɚ,
elegant,'ɛ lə gɪnt,
empire,'ɛm paɪ ɚ,
extraordinary, ɪk 'sʧɹoɚ dɪ neɚ ɹi,
grandson,'gɹæn sʌn,
helpless,'hɛl pləs,
historical, hɪ 'stɔ ɹɪ kəl,
hottie,'hɑ ti,
identical, aɪ 'dɛn tɪ kəl,
initiate, ɪ 'nɪ ʃi eɪt,
investigate, ɪn 'vɛ stɪ geɪt,
investigating, ɪn 'vɛ stə geɪ ɾɪŋ,
itch, ɪʧ,
itching,'ɪ ʧɪŋ,
juvenile,'ʤu və nəl,
lacking,'læ kɪŋ,
Latin,'læ ɾən,
luggage,'lʌ gɪʤ,
mannequin,'mæ nə kɪn,
motivate,'moʊ ɾə veɪt,
niece, nis,
nieces,'ni sɪz,
passport,'pæ spoɚt,
pharmacist,'fɑɚ mə sɪst,
pitcher,'pɪ ʧɚ,
planetarium, plæ nə 'tɛ ɹi əm,
precisely, pɹə 'saɪ sli,
profile,'pɹoʊ faɪl,
reconsider, ɹi kən 'sɪ ɾɚ,
ritual,'ɹɪ ʧu wəl,
robbery,'ɹɑ bɚ ɹi,
self-esteem, sɛlf ɛs tim,
semen,'si mən,
serial,'si ɹi əl,
six-pack,'sɪk spæk,
sleigh, sleɪ,
spontaneous, spɑn 'teɪ ni ɪs,
stats, stæts,
stunning,'stʌ nɪŋ,
tab, tæb,
toasted,'toʊ stɪd,
toasting,'toʊ stɪŋ,
tolerate,'tɑ lɚ ɹeɪt,
toll, toʊl,
translate, ʧɹæn 'sleɪt,
translating, tɹænz 'leɪ ɾɪŋ,
tuxedo, tʌk 'si ɾoʊ,
wand, wɑnd,
affection, ʌ 'fɛk ʃən,
anchor,'eɪŋ kɚ,
anthropology, æn θɹə 'pɑ lə ʤi,
atom,'æ ɾəm,
author,'ɔ θɚ,
bait, beɪt,
blend, blɛnd,
blink, blɪŋk,
blinking,'blɪŋ kɪŋ,
brakes, bɹeɪks,
bred, bɹɛd,
breed, bɹid,
breeding,'bɹi ɾɪŋ,
brochure, bɹoʊ 'ʃuɚ,
clay, kleɪ,
correction, kə 'ɹɛk ʃən,
curly,'kɚ li,
custody,'kʌ stə di,
diversity, də 'vɚ sɪ ɾi,
dodge, dɑʤ,
drain, dɹeɪn,
dye, daɪ,
dynamite,'daɪ nə maɪt,
epic,'ɛ pɪk,
equation, ɪ 'kweɪ ʒɪn,
errand,'ɛ ɹɪnd,
exclusive, ɪk 'sklu sɪv,
halftime,'hæf taɪm,
hoop, hup,
invade, ɪn 'veɪd,
invasion, ɪn 'veɪ ʒən,
jealousy,'ʤɛ lə si,
jingle,'ʤɪŋ gəl,
judgemental, ʤəʤ 'mɛn təl,
judgmental, ʤəʤ 'mɛn təl,
kingdom,'kɪŋ dəm,
lollipop,'lɑ li pɑp,
manipulate, mə 'nɪ pjə leɪt,
max, mæks,
mechanic, mə 'kæ nɪk,
mode, moʊd,
narrow,'neɚ ɹoʊ,
oath, oʊθ,
odor,'oʊ ɾɚ,
outstanding, aʊt 'stæn dɪŋ,
owl,'aʊ wəl,
pope, poʊp,
pursuit, pɚ 'sut,
relied, ɹɪ 'laɪd,
relies, ɹɪ 'laɪz,
rely, ɹə 'laɪ,
relying, ɹɪ 'laɪ ɪŋ,
reputation, ɹɛ pjə 'teɪ ʃən,
restore, ɹə 'stoɚ,
restoring, ɹə 'stoɚ ɪŋ,
rhyme, ɹaɪm,
rum, ɹʌm,
scoop, skup,
shovel,'ʃʌ vəl,
spoiler,'spoɪ lɚ,
surface,'sɚ fɪs,
tweet, twit,
undercover, ʌn dɚ 'kʌ vɚ,
veteran,'vɛ ɾɚ ɹɪn,
viewer,'vju wɚ,
waxing,'wæk sɪŋ,
whine, waɪn,
whining,'waɪ nɪŋ,
windshield,'wɪnd ʃild,
arrival, ʌ 'ɹaɪ vəl,
babysit,'beɪ bi sɪt,
babysitting,'beɪ bi sɪ ɾɪŋ,
camel,'kæ məl,
cattle,'kæ ɾəl,
chalk, ʧɑk,
cheater,'ʧi ɾɚ,
clone, kloʊn,
cobra,'koʊ bɹə,
contribution, kɑn ʧɹə 'bju ʃən,
coughing,'kɑ fɪŋ,
devote, də 'voʊt,
dipped, dɪpt,
dipping,'dɪ pɪŋ,
ease, iz,
easing,'i zɪŋ,
erection, ɪ 'ɹɛk ʃən,
execute,'ɛk sə kjut,
executing,'ɛk sə kju ɾɪŋ,
experimenting, ɛk 'speɪ ɹə mɛ nɪŋ,
fireplace,'faɪ ɚ pleɪs,
fled, flɛd,
flee, fli,
fleeing,'fli ɪŋ,
flees, fliz,
flood, flʌd,
harming,'hɑɚ mɪŋ,
heritage,'hɛ ɹə tɪʤ,
housewife,'haʊ swaɪf,
ideal, aɪ 'di əl,
instructor, ɪn 'stɹʌk tɚ,
lease, lis,
leftover,'lɛf toʊ vɚ,
lieutenant, lu 'tɛ nənt,
lovable,'lʌ və bəl,
microphone,'maɪ kɹə foʊn,
nudity,'nu ɾɪ ɾi,
obligation, ɑ blɪ 'geɪ ʃən,
obsession, əb 'sɛ ʃən,
patrol, pə 'ʧɹoʊl,
salty,'sɑl ti,
setup,'sɛ tʌp,
shortly,'ʃoɚ tli,
sour,'saʊ wɚ,
spectacular, spɛk 'tæ kjə lɚ,
steroid,'steɪ ɹoɪd,
stomp, stɑmp,
survival, sɚ 'vaɪ vəl,
traitor,'tɹeɪ ɾɚ,
absurd, əb 'sɚd,
additional, ə 'dɪ ʃnəl,
advertise,'æd vɚ taɪz,
advertising,'æd vɚ taɪ zɪŋ,
appetizer,'æ pə taɪ zɚ,
attraction, ʌ 'ʧɹæk ʃən,
brick, bɹɪk,
canned, kænd,
caterer,'keɪ ɾɚ ɚ,
chilly,'ʧɪ li,
classmate,'klæ smeɪt,
conclude, kən 'klud,
consult, kən 'sʌlt,
consulted, kən 'sʌl tɪd,
consulting, kən 'sʌl tɪŋ,
consults, kən 'sʌlts,
correctly, kə 'ɹɛk tli,
cozy,'koʊ zi,
curiosity, kjʊ ɹi 'ɑ sə ɾi,
dorm, doɚm,
educate,'ɛ ʤə keɪt,
educational, ɛ ʤə 'keɪ ʃə nəl,
enthusiasm, ɪn 'θu zi æ zəm,
filth, fɪlθ,
fitness,'fɪt nɪs,
forgiveness, fɚ 'gɪv nɪs,
foul,'faʊ wəl,
genitals,'ʤɛ nə ɾəlz,
grip, gɹɪp,
gutter,'gʌ ɾɚ,
heroin,'hɛ ɹoʊ ən,
horribly,'hɔ ɹə bli,
household,'haʊ shoʊld,
HR,'eɪ ʧɑɚ,
infinite,'ɪn fə nət,
inject, ɪn 'ʤɛkt,
leaf, lif,
leap, lip,
legendary,'lɛ ʤən deɪ ɹi,
link, lɪŋk,
manly,'mæn li,
mass, mæs,
masterpiece,'mæ stɚ pis,
obnoxious, ʌb 'nɑk ʃəs,
Olympic, ə 'lɪm pɪk,
opener,'oʊ pə nɚ,
orientation, oɚ i ɛn 'teɪ ʃən,
origin,'oɚ ɹə ʤɪn,
orphan,'oɚ fən,
penalty,'pɛ nəl ti,
residence,'ɹɛ zɪ ɾəns,
scent, sɛnt,
shallow,'ʃæ loʊ,
shipment,'ʃɪp mɪnt,
siren,'siɚ ən,
soothe, suð,
soothed, suðd,
soothes, suðz,
soothing,'su ðɪŋ,
spank, speɪŋk,
strict, stɹɪkt,
strictest,'sʧɹɪk təst,
strongly,'stɹɔŋ li,
superpower, su pɚ 'paʊ ɚ,
violin, vaɪ ə 'lɪn,
wake-up,'weɪ kʌp,
acceptance, æk 'sɛp təns,
acquaintance, ə 'kweɪn təns,
acquire, ə 'kwaɪ ɚ,
alternative, ɔl 'tɚ nə ɾɪv,
anxious,'eɪŋk ʃəs,
applaud, ə 'plɔd,
capacity, kə 'pæ sɪ ɾi,
childish,'ʧaɪl dɪʃ,
cola,'koʊ lə,
detect, də 'tɛkt,
exotic, ɪg 'zɑ ɾɪk,
giggle,'gɪ gəl,
gnome, noʊm,
guidance,'gaɪ ɾəns,
historic, hɪ 'stɔ ɹɪk,
kosher,'koʊ ʃɚ,
limbo,'lɪm boʊ,
marvelous,'mɑɚ və lɪs,
minimum,'mɪ nə məm,
nauseous,'nɔ ʃəs,
nursing,'nɚ sɪŋ,
observation, ɑb zɚ 'veɪ ʃən,
obstacle,'ɑb stə kəl,
oral,'oɚ ɹəl,
overlook, oʊ vɚ 'lʊk,
philosophy, fə 'lɑ sə fi,
recorder, ɹɪ 'koɚ dɚ,
recruit, ɹə 'kɹut,
sexuality, sɛk ʃu 'wæ lə ɾi,
shenanigan, ʃə 'næ nɪ gən,
silk, sɪlk,
swipe, swaɪp,
topless,'tɑ pləs,
trauma,'tɹɔ mə,
unemployed, ʌn ɛm 'ploɪd,
unlikely, ʌn 'laɪ kli,
updated,'ʌp deɪ ɾɪd,
updating,'ʌp deɪ ɾɪŋ,
verdict,'vɚ dɪkt,
virginity, vɚ 'ʤɪ nɪ ɾi,
vitamin,'vaɪ ɾə mɪn,
X-ray,'ɛks ɹeɪ,
anthem,'æn θəm,
ashtray,'æʃ ʧɹeɪ,
assist, ə 'sɪst,
banker,'beɪŋ kɚ,
cafe, kæ 'feɪ,
caffeine, kæ 'fin,
con, kɑn,
container, kən 'teɪ nɚ,
convenient, kən 'vi njənt,
convict, kən 'vɪkt,
cord, koɚd,
courthouse,'koɚt haʊs,
criticism,'kɹɪ ɾɪ sɪ zəm,
crown, kɹaʊn,
curb, kɚb,
delight, də 'laɪt,
distant,'dɪ stənt,
dizzy,'dɪ zi,
erotic, ɪ 'ɹɑ ɾɪk,
eyeball,'aɪ bɑl,
facial,'feɪ ʃəl,
flap, flæp,
freshen,'fɹɛ ʃən,
galaxy,'gæ lək si,
guardian,'gɑɚ di ən,
highlight,'haɪ laɪt,
hoard, hoɚd,
hoarding,'hoɚ dɪŋ,
hygiene,'haɪ ʤin,
institution, ɪn stɪ 'tu ʃən,
keeper,'ki pɚ,
lettuce,'lɛ ɾəs,
maiden,'meɪ ɾən,
membership,'mɛm bɚ ʃɪp,
mild,'maɪ əld,
misery,'mɪ zɚ ɹi,
mistaken, mɪ 'steɪ kən,
mixer,'mɪk sɚ,
parlor,'pɑɚ lɚ,(business)
platter,'plæ ɾɚ,
pointy,'poɪn ti,
poorly,'puɚ li,
population, pɑ pjə 'leɪ ʃən,
psychology, saɪ 'kɑ lə ʤi,
riskiest,'ɹɪ ski əst,
risky,'ɹɪ ski,
robber,'ɹɑ bɚ,
runner,'ɹʌ nɚ,
runway,'ɹʌ nweɪ,
scholarship,'skɑ lɚ ʃɪp,
slim, slɪm,
slimmest,'slɪ məst,
swimsuit,'swɪm sut,
temporary,'tɛm pɚ ɹeɪ ɹi,
tequila, tə 'ki lə,
thankful,'θeɪŋk fʊl,
triple,'tɹɪ pəl,
urinate,'jɚ ə neɪt,
valid,'væ lɪd,
administration, æd mɪ nɪ 'stɹeɪ ʃən,
auction,'ɔk ʃɪn,
billboard,'bɪl boɚd,
bouquet, bu 'keɪ,(flower; not boutique = niche luxury store)
bourbon,'bɚ bən,
brainwash,'bɹeɪ nwɑʃ,
breakdown,'bɹeɪk daʊn,
calf, kæf,(young cow/whale/elephant/giraffe or human leg)
caramel,'kæɚ məl,
cease, sis,
cheesy,'ʧi zi,
choir,'kwaɪ ɚ,
cocky,'kɑ ki,
contraction, kən 'ʧɹæk ʃən,
creator, kɹi 'jeɪ ɾɚ,
drip, dɹɪp,
espresso, ɛ 'spɹɛ soʊ,
essence,'ɛ səns,
exclamation, ɛk sklə 'meɪ ʃən,
experimental, ɪk speɚ ə 'mɛn təl,
faculty,'fæ kəl ti,
finale, fə 'næ li,
flaw, flɔ,
floss, flɑs,
gallon,'gæ lən,
gardener,'gɑɚd nɚ,
greasy,'gɹi si,
hammock,'hæ mək,
HIV,'eɪ ʧaɪ vi,
hostess,'hoʊ stəs,
initiative, ɪ 'nɪ ʃə ɾɪv,
liver,'lɪ vɚ,
mermaid,'mɚ meɪd,
mingle,'mɪŋ gəl,
mingling,'mɪŋ glɪŋ,
moose, mus,
mosquito, mə 'ski ɾoʊ,
mural,'mjʊ ɹəl,(graffati)
non, nɑn,
orchestra,'oɚ kə stɹə,
orphanage,'oɚ fə nəʤ,
pimple,'pɪm pəl,
portal,'poɚ ɾəl,
prick, pɹɪk,
psychological, saɪ kə 'lɑ ʤɪ kəl,
rebuild, ɹi 'bɪld,
rebuilt, ɹi 'bɪlt,
reckon,'ɹɛ kɪn,(to estimate)
reckoning,'ɹɛ kə nɪŋ,
recovery, ɹɪ 'kʌ vɚ ɹi,
rip-off,'ɹɪ 'pɔf,
simulate,'sɪ mjə leɪt,
simulation, sɪ mjə 'leɪ ʃən,
squad, skwɑd,
stew, stu,(stew = meat-heavy soup)
technical,'tɛk nɪ kəl,
tolerance,'tɑ lɚ ɹɪns,
tribute,'tɹɪ bjut,(tribute to X = appreciation of X)
trigger,'tɹɪ gɚ,
vice, vaɪs,
wilderness,'wɪl dɚ nɪs,
worm, wɚm,
accomplishment, ə 'kɑm plɪ ʃmənt,
admission, ɪd 'mɪ ʃən,
aging,'eɪ ʤɪŋ,
beside, bə 'saɪd,(beside: next to / besides: in addition to)
cabbage,'kæ bɪʤ,
cocaine, koʊ 'keɪn,
colorful,'kʌ lɚ fəl,
controversial, kɑn ʧɹə 'vɚ ʃəl,
courtroom,'koɚ ʧɹum,
crispy,'kɹɪ spi,
delay, də 'leɪ,
delayed, dɪ 'leɪd,
delaying, dɪ 'leɪ ɪŋ,
delays, dɪ 'leɪz,
domestic, də 'mɛ stɪk,
eastern,'i stɚn,
easternmost,'i stɚn moʊst,
elsewhere,'ɛl sweɚ,
ex-husband,'ɛk shʌz bənd,
exaggerate, ɪg 'zæ ʤɚ ɹeɪt,
exercising,'ɛk sɚ saɪ zɪŋ,
father-in-law,'fɑ ðɚ ɪn lɔ,
feces,'fi siz,
formula,'foɚ mjə lə,
freeway,'fɹi weɪ,
grownup,'gɹoʊ nʌp,
hallelujah, hæ lə 'lu jə,(priase the lord - yahweh)
hostile,'hɑ stəl,
hurtful,'hɚt fəl,
industrial, ɪn 'dʌ stɹi əl,
intern, ɪn 'tɚ,
ironically, aɪ 'ɹɑ nɪ kli,
irrelevant, ɪ 'ɹɛ lə vənt,
isolate,'aɪ sə leɪt,
knot, nɑt,
landlord,'lænd loɚd,
leadership,'li ɾɚ ʃɪp,
majesty,'mæ ʤə sti,
memorial, mə 'moɚ i əl,
merge, mɚʤ,
merging,'mɚ ʤɪŋ,
monologue,'mɑ nə lɔg,
orgy,'oɚ ʤi,
overdue, oʊ vɚ 'du,
permit, pɚ 'mɪt,
postpone, poʊst 'poʊn,
rag, ɹɑg,
registration, ɹɛ ʤɪ 'stɹeɪ ʃən,
rhythm,'ɹɪ ðəm,(cadence)
screwdriver,'skɹu dɹaɪ vɚ,
scuba,'sku bə,
selection, sə 'lɛk ʃɪn,
shell, ʃɛl,
sincerely, sɪn 'siɚ li,
startle,'stɑɚ ɾəl,
stripe, stɹaɪp,"(strip = long piece of sth, or remove / stripe = alternating lines)"
stroller,'stɹoʊ lɚ,
stud, stʌd,
subscription, səb 'skɹɪp ʃən,
sunrise,'sʌn ɹaɪz,
unconscious, ʌn 'kɑn ʧɪs,
underestimate,'ʌn dɚ ɛ stə mət,
unique, ju 'nik,
various,'veɚ ɹi ɪs,
vein, veɪn,
weep, wip,(weep: crying quietly)
wept, wɛpt,
whiskey,'wɪ ski,
witty,'wɪ ɾi,
0,'zi ɹoʊ,
1, wʌn,
2, tu,
3, θɹi,
4, foɚ,
5, faɪv,
6, sɪks,
7,'sɛ vɪn,
9, naɪn,
10, tɛn,
bath, bæθ,
Canada,'kæ nə ɾʌ,
deserter,'dɛ zɚ ɾɚ,
eight, eɪt,
Github,'gɪt həb,
itchy,'ɪ ʧi,
letter - a, eɪ,see LL1 
letter - b, bi,
letter - c, si,
letter - d, di,
letter - e, i,
letter - f, ɛf,
letter - g, ʤi,
letter - h, eɪʧ,
letter - i, aɪ,
letter - j, ʤeɪ,
letter - k, keɪ,
letter - l, ɛl,
letter - m, ɛm,
letter - n, ɛn,
letter - o, oʊ,
letter - p, pi,
letter - q, kju,
letter - r, ɑɚ,
letter - s, ɛs,
letter - t, ti,
letter - u, ju,
letter - v, vi,
letter - w,'dʌ bəl ju,
letter - x, æks,
letter - y, waɪ,
letter - z, zi,
non-stop, nɑn 'stɑp,
nonsmoker, nɑn 'smoʊ kɚ,
nonstarter, nɑn 'stɑɚ tɚ,
Uber,'u bɚ,
utensil, ju 'tɛn səl,
yucky,'jʌ ki,
ensure, ɪn 'ʃɚ,
